filename,snr_improvement_db,rms_reduction_db,original_duration_seconds,enhanced_duration_seconds,sample_rate,enhanced_wav_path
dia492_utt2.mp4,-18.53043684132304,-18.477244679738472,0.7893333333333333,0.7893125,16000,enhanced_audio/dia492_utt2_enhanced.wav
dia370_utt1.mp4,-2.5237483120560045,0.9677140959599062,6.634666666666667,6.6346875,16000,enhanced_audio/dia370_utt1_enhanced.wav
dia82_utt9.mp4,-3.316062988362135,-0.604267683908482,6.464,6.464,16000,enhanced_audio/dia82_utt9_enhanced.wav
dia686_utt9.mp4,-2.4746221014514087,1.0706519814623234,2.6666666666666665,2.6666875,16000,enhanced_audio/dia686_utt9_enhanced.wav
dia802_utt2.mp4,-1.9405652611504456,2.6414777724501697,2.005333333333333,2.0053125,16000,enhanced_audio/dia802_utt2_enhanced.wav
dia116_utt1.mp4,-2.2108931947894854,1.8229832236051713,5.930666666666666,5.9306875,16000,enhanced_audio/dia116_utt1_enhanced.wav
dia359_utt6.mp4,-2.4169127476621326,1.3435927206057419,4.096,4.096,16000,enhanced_audio/dia359_utt6_enhanced.wav
dia117_utt1.mp4,-4.302497496791816,-2.313710918580873,2.8373333333333335,2.8373125,16000,enhanced_audio/dia117_utt1_enhanced.wav
dia611_utt12.mp4,-1.569703365013977,3.7000764306710847,6.144,6.144,16000,enhanced_audio/dia611_utt12_enhanced.wav
dia252_utt18.mp4,-2.968681643732311,0.07422226279792393,3.136,3.136,16000,enhanced_audio/dia252_utt18_enhanced.wav
dia812_utt15.mp4,-0.9508479647463006,6.093113067475872,1.152,1.152,16000,enhanced_audio/dia812_utt15_enhanced.wav
dia871_utt9.mp4,-1.6356933007217955,3.5174312276842445,3.7973333333333334,3.7973125,16000,enhanced_audio/dia871_utt9_enhanced.wav
dia358_utt6.mp4,-2.7408101242700376,0.5621530441337775,4.266666666666667,4.2666875,16000,enhanced_audio/dia358_utt6_enhanced.wav
dia493_utt2.mp4,-3.64383632484649,-1.16254154653923,2.1333333333333333,2.1333125,16000,enhanced_audio/dia493_utt2_enhanced.wav
dia803_utt2.mp4,-4.174526498925001,-2.037295072994563,2.176,2.176,16000,enhanced_audio/dia803_utt2_enhanced.wav
dia371_utt1.mp4,-2.85263352194307,0.29272529115237766,0.832,0.832,16000,enhanced_audio/dia371_utt1_enhanced.wav
dia509_utt15.mp4,-2.327803944925096,1.5615834229873853,2.112,2.112,16000,enhanced_audio/dia509_utt15_enhanced.wav
dia772_utt7.mp4,-2.149299852831788,1.9511684488549716,5.546666666666667,5.5466875,16000,enhanced_audio/dia772_utt7_enhanced.wav
dia514_utt7.mp4,-1.5145303662034146,3.6874078657316858,2.56,2.56,16000,enhanced_audio/dia514_utt7_enhanced.wav
dia797_utt6.mp4,-2.0729259181032136,1.8729465081791228,2.6453333333333333,2.6453125,16000,enhanced_audio/dia797_utt6_enhanced.wav
dia679_utt15.mp4,-2.5858275719927057,0.7734519282990421,2.88,2.88,16000,enhanced_audio/dia679_utt15_enhanced.wav
dia948_utt1.mp4,-1.7216699089833516,2.994548474682473,6.314666666666667,6.3146875,16000,enhanced_audio/dia948_utt1_enhanced.wav
dia961_utt6.mp4,-2.2558806047657183,1.704617077991234,8.384,8.384,16000,enhanced_audio/dia961_utt6_enhanced.wav
dia404_utt8.mp4,-2.2414865462699534,1.668364989514123,3.968,3.968,16000,enhanced_audio/dia404_utt8_enhanced.wav
dia1036_utt15.mp4,-1.7527777312645032,2.9936717385789695,1.7706666666666666,1.7706875,16000,enhanced_audio/dia1036_utt15_enhanced.wav
dia561_utt12.mp4,-2.571813715974192,0.8363101276489979,6.101333333333334,6.1013125,16000,enhanced_audio/dia561_utt12_enhanced.wav
dia610_utt3.mp4,-2.5696184929127868,1.0032761055359758,1.6426666666666667,1.6426875,16000,enhanced_audio/dia610_utt3_enhanced.wav
dia14_utt3.mp4,-2.2191828062643286,1.7645627790310021,2.7946666666666666,2.7946875,16000,enhanced_audio/dia14_utt3_enhanced.wav
dia476_utt3.mp4,-1.196635994574137,5.089607488632808,1.472,1.472,16000,enhanced_audio/dia476_utt3_enhanced.wav
dia54_utt23.mp4,-2.3604670437311297,1.4749482633846904,2.7093333333333334,2.7093125,16000,enhanced_audio/dia54_utt23_enhanced.wav
dia394_utt0.mp4,-5.636280724917566,-4.284837088545251,2.965333333333333,2.9653125,16000,enhanced_audio/dia394_utt0_enhanced.wav
dia66_utt8.mp4,-4.331463939316123,-2.3535791594912077,5.888,5.888,16000,enhanced_audio/dia66_utt8_enhanced.wav
dia639_utt4.mp4,-3.052137517409237,-0.1644271062307626,1.1306666666666667,1.1306875,16000,enhanced_audio/dia639_utt4_enhanced.wav
dia1013_utt0.mp4,-4.717575788532315,-2.95416712670099,4.394666666666667,4.3946875,16000,enhanced_audio/dia1013_utt0_enhanced.wav
dia596_utt17.mp4,-3.530627870792425,-0.9274966363234259,2.0906666666666665,2.0906875,16000,enhanced_audio/dia596_utt17_enhanced.wav
dia249_utt9.mp4,-2.6762436730876566,0.5297002459093069,0.7253333333333334,0.7253125,16000,enhanced_audio/dia249_utt9_enhanced.wav
dia960_utt6.mp4,-2.1402599660214006,1.9155630253772271,2.3466666666666667,2.3466875,16000,enhanced_audio/dia960_utt6_enhanced.wav
dia212_utt5.mp4,-2.396831429024611,1.3165661919898328,5.632,5.632,16000,enhanced_audio/dia212_utt5_enhanced.wav
dia949_utt1.mp4,-2.644151563320813,0.8475667635097562,2.7306666666666666,2.7306875,16000,enhanced_audio/dia949_utt1_enhanced.wav
dia165_utt15.mp4,-1.2450877217040126,4.551984254219455,1.0026666666666666,1.0026875,16000,enhanced_audio/dia165_utt15_enhanced.wav
dia486_utt15.mp4,-4.195556183669923,-2.022081324258299,4.096,4.096,16000,enhanced_audio/dia486_utt15_enhanced.wav
dia796_utt6.mp4,-17.040858723539735,-16.948545249642773,0.7893333333333333,0.7893125,16000,enhanced_audio/dia796_utt6_enhanced.wav
dia477_utt3.mp4,-1.0198491346320293,5.680282710885197,3.6053333333333333,3.6053125,16000,enhanced_audio/dia477_utt3_enhanced.wav
dia663_utt8.mp4,-2.2628935402410324,1.61948477580147,3.0933333333333333,3.0933125,16000,enhanced_audio/dia663_utt8_enhanced.wav
dia844_utt17.mp4,-2.5467936860175096,1.215003923869801,1.728,1.728,16000,enhanced_audio/dia844_utt17_enhanced.wav
dia395_utt0.mp4,-2.2333093221962343,1.7124405361677688,3.264,3.264,16000,enhanced_audio/dia395_utt0_enhanced.wav
dia67_utt8.mp4,-1.7863493855984793,2.758852054673339,1.1733333333333333,1.1733125,16000,enhanced_audio/dia67_utt8_enhanced.wav
dia1012_utt0.mp4,-3.5809757391835886,-1.0805292631999006,9.514666666666667,9.5146875,16000,enhanced_audio/dia1012_utt0_enhanced.wav
dia638_utt4.mp4,-1.644725414072421,3.466764888260898,2.3893333333333335,2.3893125,16000,enhanced_audio/dia638_utt4_enhanced.wav
dia15_utt3.mp4,-2.048109762249652,2.203197560833459,3.648,3.648,16000,enhanced_audio/dia15_utt3_enhanced.wav
dia895_utt8.mp4,-1.157535123677331,4.99853539669007,0.5333333333333333,0.5333125,16000,enhanced_audio/dia895_utt8_enhanced.wav
dia611_utt3.mp4,-2.497607119546248,1.1214650219518718,3.0933333333333333,3.0933125,16000,enhanced_audio/dia611_utt3_enhanced.wav
dia508_utt2.mp4,-2.3722092919929367,1.4699219508390158,2.1333333333333333,2.1333125,16000,enhanced_audio/dia508_utt2_enhanced.wav
dia747_utt5.mp4,-18.96988768156129,-18.910902349466866,1.7706666666666666,1.7706875,16000,enhanced_audio/dia747_utt5_enhanced.wav
dia998_utt2.mp4,-1.9941395718550992,2.347951969376985,1.3866666666666667,1.3866875,16000,enhanced_audio/dia998_utt2_enhanced.wav
dia521_utt5.mp4,-2.19935083949773,2.0153161390396366,2.176,2.176,16000,enhanced_audio/dia521_utt5_enhanced.wav
dia122_utt3.mp4,-2.542042165058642,0.9137963467700168,1.3866666666666667,1.3866875,16000,enhanced_audio/dia122_utt3_enhanced.wav
dia336_utt8.mp4,-5.9276671847603435,-4.651959087606902,9.685333333333332,9.6853125,16000,enhanced_audio/dia336_utt8_enhanced.wav
dia344_utt3.mp4,-2.3719498637961376,1.43000586956014,2.517333333333333,2.5173125,16000,enhanced_audio/dia344_utt3_enhanced.wav
dia836_utt0.mp4,-5.16982822235561,-3.611345772821966,3.0933333333333333,3.0933125,16000,enhanced_audio/dia836_utt0_enhanced.wav
dia520_utt5.mp4,-3.0459959107457935,-0.07414447271770272,3.477333333333333,3.4773125,16000,enhanced_audio/dia520_utt5_enhanced.wav
dia1005_utt13.mp4,-3.1302021347241915,-0.25204137973064134,2.7306666666666666,2.7306875,16000,enhanced_audio/dia1005_utt13_enhanced.wav
dia509_utt2.mp4,-7.507708696396693,-6.5878606387401675,1.216,1.216,16000,enhanced_audio/dia509_utt2_enhanced.wav
dia999_utt2.mp4,-1.0537987695316429,5.813990928263719,2.5813333333333333,2.5813125,16000,enhanced_audio/dia999_utt2_enhanced.wav
dia151_utt8.mp4,-2.75514149052813,0.5638987075334566,2.005333333333333,2.0053125,16000,enhanced_audio/dia151_utt8_enhanced.wav
dia837_utt0.mp4,-2.1433078571251167,1.9358947557369097,1.0453333333333332,1.0453125,16000,enhanced_audio/dia837_utt0_enhanced.wav
dia345_utt3.mp4,-1.3415727424112651,4.431057581039852,4.8853333333333335,4.8853125,16000,enhanced_audio/dia345_utt3_enhanced.wav
dia123_utt3.mp4,-2.995600030106182,0.07076978637795378,2.752,2.752,16000,enhanced_audio/dia123_utt3_enhanced.wav
dia81_utt13.mp4,-8.08875203561923,-7.368390709423921,0.576,0.576,16000,enhanced_audio/dia81_utt13_enhanced.wav
dia337_utt8.mp4,-2.0112154750183326,2.0690849927287625,1.1093333333333333,1.1093125,16000,enhanced_audio/dia337_utt8_enhanced.wav
dia990_utt16.mp4,-1.5147052632636289,4.547473295453502,1.216,1.216,16000,enhanced_audio/dia990_utt16_enhanced.wav
dia442_utt1.mp4,-2.070851283798175,2.1379108776576254,1.728,1.728,16000,enhanced_audio/dia442_utt1_enhanced.wav
dia1027_utt2.mp4,-2.046291625711318,2.191663488813856,6.549333333333333,6.5493125,16000,enhanced_audio/dia1027_utt2_enhanced.wav
dia179_utt19.mp4,-3.338744992730315,-0.568303456412861,2.9013333333333335,2.9013125,16000,enhanced_audio/dia179_utt19_enhanced.wav
dia389_utt5.mp4,-2.2695201186042433,1.6449761282878461,1.8346666666666667,1.8346875,16000,enhanced_audio/dia389_utt5_enhanced.wav
dia20_utt1.mp4,-2.8961750955798915,0.15236707572771002,1.9626666666666666,1.9626875,16000,enhanced_audio/dia20_utt1_enhanced.wav
dia821_utt13.mp4,-3.1581744274579733,-0.3037573726558943,0.9173333333333333,0.9173125,16000,enhanced_audio/dia821_utt13_enhanced.wav
dia955_utt4.mp4,-3.022839184492434,-0.15023793865700225,2.8373333333333335,2.8373125,16000,enhanced_audio/dia955_utt4_enhanced.wav
dia622_utt14.mp4,-2.7575439722657933,0.5519026767841961,4.8,4.8,16000,enhanced_audio/dia622_utt14_enhanced.wav
dia20_utt14.mp4,-3.166389356349683,-0.32847209025823876,12.437333333333333,12.4373125,16000,enhanced_audio/dia20_utt14_enhanced.wav
dia336_utt11.mp4,-0.00039482618450670617,37.970903820370296,1.0453333333333332,1.0453125,16000,enhanced_audio/dia336_utt11_enhanced.wav
dia21_utt1.mp4,-1.706448470716958,3.2204757577441123,3.1786666666666665,3.1786875,16000,enhanced_audio/dia21_utt1_enhanced.wav
dia625_utt1.mp4,-2.3006344598147903,1.551424487160478,3.6906666666666665,3.6906875,16000,enhanced_audio/dia625_utt1_enhanced.wav
dia388_utt5.mp4,-1.6123342033216264,3.5909347480406177,3.3066666666666666,3.3066875,16000,enhanced_audio/dia388_utt5_enhanced.wav
dia443_utt1.mp4,-1.8089157073288418,2.7223890674658207,1.0026666666666666,1.0026875,16000,enhanced_audio/dia443_utt1_enhanced.wav
dia226_utt13.mp4,-2.3039347871214764,1.4800262629850656,3.008,3.008,16000,enhanced_audio/dia226_utt13_enhanced.wav
dia1026_utt2.mp4,-2.239318729345607,1.8658726464339686,2.2613333333333334,2.2613125,16000,enhanced_audio/dia1026_utt2_enhanced.wav
dia954_utt4.mp4,-3.1885479217782016,-0.44356262916336126,9.685333333333332,9.6853125,16000,enhanced_audio/dia954_utt4_enhanced.wav
dia226_utt7.mp4,-3.2974037725143415,-0.5111259027138596,1.6426666666666667,1.6426875,16000,enhanced_audio/dia226_utt7_enhanced.wav
dia1026_utt3.mp4,-2.8895964387884945,0.20528467565967226,3.0933333333333333,3.0933125,16000,enhanced_audio/dia1026_utt3_enhanced.wav
dia665_utt18.mp4,-1.8091590460004516,2.838136307461969,4.757333333333333,4.7573125,16000,enhanced_audio/dia665_utt18_enhanced.wav
dia226_utt12.mp4,-1.5589838304692794,3.5962988361470085,1.0453333333333332,1.0453125,16000,enhanced_audio/dia226_utt12_enhanced.wav
dia443_utt0.mp4,-2.632759713399074,0.8488807759444414,3.52,3.52,16000,enhanced_audio/dia443_utt0_enhanced.wav
dia388_utt4.mp4,-1.9584058212991184,2.298284483864792,2.9226666666666667,2.9226875,16000,enhanced_audio/dia388_utt4_enhanced.wav
dia625_utt0.mp4,-2.0701217313781086,1.900373573700045,3.050666666666667,3.0506875,16000,enhanced_audio/dia625_utt0_enhanced.wav
dia336_utt10.mp4,-3.1126748666083444,-0.30278695964931984,2.517333333333333,2.5173125,16000,enhanced_audio/dia336_utt10_enhanced.wav
dia21_utt0.mp4,-2.6220427487277718,0.799852068150257,2.2186666666666666,2.2186875,16000,enhanced_audio/dia21_utt0_enhanced.wav
dia226_utt6.mp4,-1.8185911790237965,2.8114010975386403,9.813333333333333,9.8133125,16000,enhanced_audio/dia226_utt6_enhanced.wav
dia954_utt5.mp4,-1.5856062316915658,3.5694236349684374,1.6,1.6,16000,enhanced_audio/dia954_utt5_enhanced.wav
